ID,LABEL,SubClass Of [NAMED],alternative term,definition,definition source,term editor,term tracker item,term replaced by,ontology term requester,editor note,deprecated,sourced by VectorBase ID,Source,SubClass Of [ANON],Equivalent Class,OBO ontologies?,JZ comment,JJ comment
EUPATH:0043152,ratio of specimen population mean enzymatic activity to that of reference specimen population,data item,,A data item that specifies the proportionality of the mean enzymatic activity of a field-collected population of specimens compared to that of a reference population.,VEuPathDB,Person: John Judkins,,,,,,,,'is about' some ('catalytic activity' and (realizes some ('function of' only enzyme))),,,,
EUPATH:0043153,ratio of specimen population median enzymatic activity to that of reference specimen population,data item,,A data item that specifies the proportionality of the median enzymatic activity of a field-collected population of specimens compared to that of a reference population.,VEuPathDB,Person: John Judkins,,,,,,,,'is about' some ('catalytic activity' and (realizes some ('function of' only enzyme))),,,,
EUPATH:0000364,salary of primary economic activity,data item,,A data item of salary of primary job.,,,,,,,,,,,,,,
EUPATH:0000365,salary of secondary economic activity,data item,,A data item of salary of other job.,,,,,,,,,,,,,,
EUPATH:0000575,virulence score (LDt50),data item,,a data item that is about some virulence and is the count of infectious agents that kill half of a collection of human beings infected with the agents,Wikipedia: LD50,Person: John Judkins,,,,,,,,,,IDO,,agree since IDO has virulence term
EUPATH:0000576,virulence score (slope),data item,,a data item that is about some virulence and is the proportion of the number of human beings with a disease (caused by the bearer of the virulence) that die of the disease,,Person: John Judkins,,,,,,,,,,IDO,,agree since IDO has virulence term
EUPATH:0010406,date of birth of matched case,date of birth,"Date of birth, matched case",The date of birth of a case subject in a case-control study,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0043003,BG-lure scent dispenser,device,BG-lure,A device manufactured by BioGents that is designed for operation with the BG-Sentinel trap and releases an attractant that mimics the scent of human skin.,,,,,,,,IRO:0001060,,'location of' some 'arthropod attractor'|is_manufactured_by value BioGents,,OBI,,
EUPATH:0043055,device for resting of adult arthropods for collection,device,trap or shelter for resting adult arthropods,A device that is designed to provide a solid surface that is attractive to an arthropod as a place to rest during a period of inactivity.,,,,,,,,VSMO:0001355,,,,,,
EUPATH:0043048,hand-held sweep net,device,hand-held sweep net,A device that consists of a network of mesh and is designed to capture adult arthropods.,,,,,,,,VSMO:0001522,,,,OBI,,
EUPATH:0043197,well net for arthropod immatures,device,,A device that is designed for the collection of arthropod larvae or pupae from water and consists of a conical net.,VEuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000321,diagnosis at discharge,diagnosis,,A diagnosis that is documented during the discharge process.,,,,,,,,,,,,,Consider to normalize the labels,
EUPATH:0000638,diagnosis at hospitalization,diagnosis,,A diagnosis that is documented during the admission process.,,,,,,,,,,,,,,diagnosis at admission?
EUPATH:0000089,diagnosis of asymptomatic microscopic parasitemia,diagnosis,,A diagnosis based on presence of asexual parasites by microscopy in the absence of subjective fever or documented elevated temperature,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0000484,diagnosis of asymptomatic parasitemia,diagnosis,,A diagnosis based on parasites detected by microscopy (parasite density > 0) or LAMP assay (LAMP result is positive) in the absence of febrile (subjective fever and  temperature>=38).,,,,,,,,,,,,,,
EUPATH:0000317,diagnosis of disease other than malaria,diagnosis,,"a diagnosis that is an assertion that a patient, who is the subject of a diagnostic process, has a disease other than malaria",EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000485,diagnosis of submicroscopic parasitemia,diagnosis,,A diagnosis based on presence of parasites by LAMP assay when microscopy result was negative in the absence of subjective fever or documented elevated temperature.,,"Person: Grant Dorsey, Jie Zheng",,,,,,,,,,,,
EUPATH:0000090,diagnosis of symptomatic malaria,diagnosis,,A diagnosis of malaria based on positive blood smear with subjective fever or elevated temperature resulting in antimalarial treatment.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0010393,diagnosis previous to two month follow-up,diagnosis,Previous diagnosis at 60 day follow-up visit,"A diagnosis of a human participant under investigation, two months before the participant's follow-up visit",EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000036,malaria-related diagnosis,diagnosis,,"A diagnosis that represents one of the following conclusions about a patient: that the patient has malaria, asymptomatic parasitemia, or no parasitemia.",EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0021032,Plasmodium falciparum diagnosis within past year,diagnosis,(Plasmodium species in last year) Plasmodium falciparum,"an information content entity that is about a human participant under investigation and specifies that the participant remembers being diagnosed, within the past year, with a disease by Plasmodium falciparum",EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0021034,Plasmodium malariae diagnosis within past year,diagnosis,(Plasmodium species in last year) Plasmodium malariae,"an information content entity that is about a human participant under investigation and specifies that the participant remembers being diagnosed, within the past year, with a disease by Plasmodium malariae",EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0021033,Plasmodium vivax diagnosis within past year,diagnosis,(Plasmodium species in last year) Plasmodium vivax,"an information content entity that is about a human participant under investigation and specifies that the participant remembers being diagnosed, within the past year, with a disease by Plasmodium vivax",EuPathDB,John Judkins,,,,,,,,,,,,
EUPATH:0000042,diagnoses of complicated malaria with danger signs,diagnosis of complicated malaria,,"A diagnosis of complicated malaria with signs and symptoms, such as inability to sit up or stand, vomiting everything, unable to breastfeed or drink, lethargy, which are not listed as WHO criteria used to diagnose severe malaria.",Grant Dorsey,"Person:  Jie Zheng, Chris Stoeckert, Grant Dorsey",,,,,,,PRISM,,,,,
EUPATH:0000043,diagnosis of severe malaria,diagnosis of complicated malaria,,"A diagnosis of complicated malaria based on WHO criteria that include the presence of parasite infections, most commonly P.falciparum, and any one or more of symptoms/signs of serious organ failures or abnormalities, including cerebral malaria, severe anemia, generalized convulsions, hypoglycemia, respiratory distress, fluid and electrolyte disturbances, acute renal failure, ARDS, circulatory collapse, abnormal bleeding, and Jaundice.",Grant Dorsey,"Person:  Jie Zheng, Chris Stoeckert, Grant Dorsey",,,,,,,PRISM,'is about' some 'severe malaria',,,,
EUPATH:0000088,diagnosis of uncomplicated malaria in the 1st trimester of pregnancy,diagnosis of uncomplicated malaria,,A diagnosis of uncomplicated malaria that occurs with the first trimester of pregnancy.,Penn Group,"Person:  Jie Zheng, Chris Stoeckert",,,,,,,PRISM,,,,,
EUPATH:0010380,information on where diarrheal treatment sought,diarrheal treatment immediate history,Previously sought care,A diarrheal treatment immediate history that is about the person or place from which the treatment is sought,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000584,child's diet,diet,,main source of nutrition for a child,,,,,,,,,,,,,,
EUPATH:0000585,child's diet by month,diet,,main source of nutrition for a child for each month,,,,,,,,,,,,,,
EUPATH:0000590,host's diet,diet,,the diet of an animal that is the bearer of a host role,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0021014,livestock animal,domesticated animal in a human dwelling,Livestock,a domesticated animal that is raised in an agricultural setting to produce labor and commodities,Wikipedia,John Judkins,,,,,,,,,,,,
EUPATH:0015050,drinking water derived from bore hole water,drinking water,Bore hole,Drinking water that is derived from bore hole water,EuPathDB,John Judkins,,,,,,,,,'drinking water' and ('derives from' some 'bore hole water'),,,
EUPATH:0015046,drinking water derived from rainwater,drinking water,Rainwater,drinking water that is derived from rainwater,EuPathDB,John Judkins,,,,,,,,,'drinking water' and ('derives from' some rainwater),,,
EUPATH:0000254,drinking water from open public well,drinking water,,drinking water that is obtained from a publicly accessible water well without a constructed barrier built around it to limit movement of waste or runoff into it,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000255,drinking water from open well in yard,drinking water,,drinking water that is obtained from a water well with a constructed barrier built around it to limit movement of waste or runoff into the well and the well is located in the yard of a dwelling,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000256,drinking water from pipe into dwelling,drinking water,,drinking water accessed through a plumbing fixture located inside a human dwelling,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000257,drinking water from pipe into yard,drinking water,,drinking water obtained through a plumbing fixture located in the yard of a human dwelling,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000261,drinking water from unprotected freshwater spring,drinking water,,drinking water that is obtained from a freshwater spring without a constructed barrier built around it that would limit movement of waste or runoff into it,EuPathDB,Person: John Judkins,,,,,,,,,,,,
EUPATH:0000063,artemether-lumefantrine drug product,drug product,artemether-lumefantrine|coartem,"A drug product that is the of combination artemether/lumefantrine (trade names Coartem and Riamet, Falcynate-LF). It is generally used for the treatment of acute uncomplicated Plasmodium falciparum malaria.",PRISM|http://en.wikipedia.org/wiki/Artemether/lumefantrine,"Person:  Jie Zheng, Chris Stoeckert",,,,,,,,'has part' some artemether|'has part' some lumefantrine|'may treat' some malaria,,,,
EUPATH:0000062,quinine drug product,drug product,quinine,"A drug product that has the chemical ingredient quinine and has antipyretic (fever-reducing), antimalarial, analgesic (painkilling), and anti-inflammatory properties.",PRISM|http://en.wikipedia.org/wiki/Quinine,"Person:  Jie Zheng, Chris Stoeckert",,,,,,,,'may treat' some malaria,drug product' and ('has active ingredient' only quinine),,,
EUPATH:0000339,dwelling animal information,dwelling information,,A dwelling information about animal living in a human dwelling.,,,,,,,,,,,,,,
EUPATH:0015035,information on drinking water piped into yard,dwelling information,Piped into yard,An information content entity that mentions drinking water obtained through a plumbing fixture located in the yard of a human dwelling,EuPathDB,Person: John Judkins,,,,,,,,,'dwelling information' and (mentions some 'drinking water from pipe into yard'),,,
