ID	LABEL	Type	contributor	example of usage	definition	editor note	term editor	alternative label	definition source	term tracker item	ontology term requester	comment	
EUPATH:0000374	marital status	Class			a categorical value specification that is about a human being and specifies whether that human being is joined to another human being in marriage		Person: John Judkins		"EuPathDB, BFO's 'relational quality' examples"				
EUPATH:0000375	indicator of whether person plans to move	Class			a categorical value specification that specifies whether a human being plans to change within two years the dwelling which that human being occupies		 Jie Zheng|Chris Stoeckert |Person: John Judkins		EuPathDB	https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/142			
EUPATH:0000376	relationship to head of household	Class			An information content entity that specifies the relationship between a person and the head of their household.		"Person: John Judkins, Chris Stoeckert"		EuPathDB				
EUPATH:0000377	duration of residence in dwelling	Class			a time measurement datum that represents the time a human being resides in a human dwelling		Person: John Judkins		EuPathDB				
EUPATH:0000378	duration of residence in community	Class			A time measurement datum of the time interval that a human being has lived in a geographic location where the inhabitants share a common trait.		Person: John Judkins		EuPathDB				
EUPATH:0000379	number of common areas in a dwelling	Class			"a count of the number of instances of a site, within a human dwelling and its yard, to which any resident of the dwelling has access"		Person: John Judkins		EuPathDB				
EUPATH:0000380	covered area measured in square meter	Class			a scalar measurement datum that has the square meter as its measurement label and is the result of a measurement of area that is covered by a roof		Person: John Judkins		EuPathDB				
EUPATH:0000381	information on kitchen location	Class			An information content entity about where the kitchen is located inside or outside of a dwelling.								
EUPATH:0000382	area measurement datum	Class			A scalar measurement datum that is the result of a measurement of area.		Person: John Judkins		EuPathDB				
EUPATH:0000383	information on whether occupant owns or pays rent on dwelling	Class			a categorical value specification that is about a dwelling and specifies whether (a) it is owned by an occupant of the dwelling or (b) a rental agreement exists such that an occupant has an obligation to pay rent to someone who does not occupy the dwelling		Person: John Judkins		EuPathDB				
EUPATH:0000387	information on travel in the last month	Class			An information content entity about travel to any place more than 10 km away from where a person lives.								
EUPATH:0000388	information on travel before malaria	Class			an information content entity that is about a patient diagnosed with malaria and describes geographic locations the patient visited		Person: John Judkins		EuPathDB				
EUPATH:0000389	bed net material	Class			A material entity that is used to make bed net.								
EUPATH:0000390	date of last fumigation	Class			"a time measurement datum that is about a human dwelling and specifies the most recent date on which the dwelling was fumigated, i.e. filled with pesticide"		Person: John Judkins		EuPathDB				
EUPATH:0000391	information on organization responsible for treating bed nets	Class			an information content entity that specifies the organization that administers insecticide to a collection of bed nets		Person: John Judkins		EuPathDB				
EUPATH:0000392	information on contact with malaria	Class			"An information content entity that specifies whether a human participant under investigation is a contact for malaria, based on the partipant's association with sites in which malaria infections are known to occur."		Person: John Judkins		VEuPathDB				
EUPATH:0000395	number of livestock	Class			a count of the number of instances of a domesticated animal that is raised in an agricultural setting to produce labor and commodities		Person: John Judkins		Wikipedia				
EUPATH:0000396	number of pets	Class			a count of the number of instances of a domesticated animal that is kept for pleasure rather than utility		Person: John Judkins		EuPathDB				
EUPATH:0000398	number of insecticide-treated bed nets treated less than 6 months ago	Class			a count of the number of instances of a bed net to which insecticide was applied in the past six months		Person: John Judkins		EuPathDB				
EUPATH:0000399	number of insecticide-treated bed nets treated more than 6 months ago	Class			a count of the number of instances of a bed net to which insecticide was applied before the previous six months		Person: John Judkins		EuPathDB				
EUPATH:0000400	number of long last insecticide-treated bed nets	Class			a count of the number of instances of bed net to which long last insecticide is administered		Person: John Judkins		EuPathDB				
EUPATH:0000401	number of untreated bed net	Class			a count of the number of instances of a bed net to which insecticide has not been applied		Person: John Judkins		EuPathDB				
EUPATH:0000407	district of India	Class			A second-order administrative region of India.		Person: John Judkins		VEuPathDB				
EUPATH:0000409	indicator of whether participant taking antimalarial drugs as advised	Class			a categorical value specification that specifies whether a patient complies with a dose specification that specifies the dose of malaria medication to self-administer		 Jie Zheng|Chris Stoeckert |Person: John Judkins		EuPathDB	https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/142			
EUPATH:0000410	indicator of whether participant taking antimalarial drugs in last 2 weeks	Class			an information content entity that specifies whether a participant under investigation self-administered antimalarial drugs in the past 2 weeks		 Jie Zheng|Chris Stoeckert |Person: John Judkins		EuPathDB	https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/142			
EUPATH:0000411	information on existing illness	Class			an information content entity that is about a human participant under investigation that has a disease and specifies the disease		Person: John Judkins		EuPathDB				
EUPATH:0000412	indicator of whether participant having existing illness	Class			an information content entity that is about a human participant under investigation and specifies whether the participant has a disease		 Jie Zheng|Chris Stoeckert |Person: John Judkins		EuPathDB	https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/142			
EUPATH:0000413	fever treatment provider information	Class			"a categorical value specification that is about a health care provider role that is realized in a treatment to alleviate symptoms of a fever. It either specifies whether this role is borne by a hospital or clinic, private practice, or the patient, or it specifies that this information is missing."		Person: John Judkins		EuPathDB				
EUPATH:0000414	duration of being febrile	Class			A time measurement datum that measures the duration of having febrile.		"Person: Jie Zheng, Chris Stoeckert"		ICEMR protein array				
EUPATH:0000417	indicator of whether person is sick now	Class			an information content entity that specifies whether a human being is manifesting a disease		 Jie Zheng|Chris Stoeckert |Person: John Judkins		EuPathDB	https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/142			
EUPATH:0000418	indoor residents information	Class			"""An information content entity is about who are indoor residents, such as only human, or human and animals."""								
EUPATH:0000419	frequency of larvicide in use	Class			a measurement datum that approximates the temporal interval between applications of larvicide at the same site		Person: John Judkins		EuPathDB				
EUPATH:0000423	parasite species information	Class			A data item of which parasite species detected in a blood specimen.								
EUPATH:0000424	birth country name	Class			A country name denote where a person was born.								
EUPATH:0000425	information on malaria parasite infection diagnosis past year	Class			"an information content entity that is part of a diagnosis of malaria, resulting from a diagnostic process that occurred within the past year, and specifies the species of the infectious agent causing the malaria"		Person: John Judkins		EuPathDB				
EUPATH:0000426	number of malaria diagnosis past year	Class			A count of malaria diagnosis past year.								
EUPATH:0000427	duration since last diagnosis of malaria	Class			A time measurement datum of the time since the most recent diagnosis of malaria.								
EUPATH:0000428	indicator of whether participant treated antimalarial drugs last year	Class			An information content entity about whether antimalarial drug treated last year		 Jie Zheng|Chris Stoeckert 			https://github.com/VEuPathDB-ontology/VEuPathDB-ontology/issues/142			
EUPATH:0000429	date antimalarial drug used	Class			A time measurement datum about when the antimalarial drug used last year								
EUPATH:0000430	information on antimalarial drug used last year	Class			An information content entity about what antimalarial drug used last year								
EUPATH:0000431	information on who treated malaria last year	Class			An information about who treated malaria last year								
EUPATH:0000432	specimen used for DNA PCR	Class			A specimen that is used for DNA extraction and following PCR assay.								
EUPATH:0000435	poverty line	Class			A data item of income level issued annually by the Department of Health and Human Services. Federal poverty levels are used to determine your eligibility for certain programs and benefits.								
